,int.rate,log.annual.inc,dtai,fico,days.with.cr.line,inq.last.6mths,delinq.2yrs,default
4994,0.1253,10.23995979,15.21,677,2700.0,2,0,0
683,0.1103,11.11542853,15.5,707,2370.041667,0,0,1
6955,0.1218,10.93310697,13.5,727,2550.0,0,0,0
6768,0.1461,9.501516334,3.14,672,15990.0,0,0,0
8945,0.1537,10.95954023,18.99,677,1590.041667,5,0,0
2982,0.0963,10.63933496,19.58,717,8340.0,1,0,0
1695,0.0907,10.77895629,0.75,732,3690.041667,0,0,0
4394,0.1322,10.58405595,1.12,682,3990.0,1,0,0
8852,0.1209,12.57764999,10.06,712,8310.0,4,0,0
4976,0.0894,11.53272809,6.21,772,4110.0,2,0,0
9073,0.1442,12.54254488,5.58,737,7890.0,1,0,0
5995,0.0894,11.40756495,19.24,727,4200.041667,3,0,0
6367,0.0774,11.49272276,0.43,752,2130.0,1,0,0
7577,0.157,11.00209984,16.26,672,7920.041667,0,0,0
1283,0.09699999999999999,10.30895266,15.04,747,1679.9583329999998,0,0,0
9376,0.1357,11.51292546,14.6,707,5790.0,4,0,0
821,0.1292,10.61643736,15.32,667,2700.0,2,2,0
8514,0.1292,9.903487553,13.38,667,900.0,1,0,1
5559,0.0894,10.54534144,23.4,747,4860.0,0,0,0
6034,0.0894,11.53272809,7.31,797,7260.0,0,0,0
1814,0.0932,10.1266311,16.23,757,4110.041667,0,0,0
1555,0.1336,10.34595939,17.46,662,1860.0416670000002,0,0,0
391,0.0712,10.46310334,11.59,772,5970.041667,0,0,0
1415,0.1336,10.99373159,16.24,662,3539.958333,1,0,0
7342,0.157,11.54248427,16.9,687,7620.0,0,0,0
2707,0.0768,11.15619338,12.62,722,2911.0,2,0,1
15,0.1103,10.73891524,13.04,702,8159.958333,1,0,0
1321,0.1159,10.30895266,17.08,687,4500.0,1,0,0
2123,0.0963,12.25486281,13.14,762,9503.958333,2,0,0
5281,0.0894,11.112447900000001,3.89,752,3300.0,0,0,0
8458,0.1324,11.12714533,18.51,672,3329.958333,10,0,0
1341,0.1128,10.46310334,15.69,697,4320.958333,1,0,1
5761,0.1322,10.35210793,14.56,727,8160.041667,0,0,1
60,0.1186,11.08214255,7.14,682,8730.0,0,2,0
6700,0.1148,10.71441777,6.0,732,3300.0,1,1,1
9323,0.16,11.26070062,22.9,672,3810.0,5,0,0
9373,0.1774,12.70684793,13.19,732,10380.04167,9,0,0
2638,0.1663,11.15625052,0.26,667,3329.958333,3,0,0
6078,0.1148,10.46310334,15.67,717,11160.04167,1,0,0
9353,0.1287,11.58988651,22.31,712,5699.958333,1,0,0
753,0.1324,10.53720315,20.66,677,4620.041667,2,0,0
8353,0.145,10.26646261,16.78,652,1199.0,1,0,1
7277,0.0788,10.83958091,10.68,727,4260.041667,0,0,0
5318,0.1287,10.67359577,14.89,682,2429.958333,3,0,0
4053,0.1183,10.7063856,10.65,717,3965.0,2,0,0
7354,0.157,10.57928509,21.73,662,2550.0,0,0,0
3467,0.1126,10.30895266,16.8,727,3330.0,1,0,0
4416,0.1218,11.11988288,14.99,697,3874.958333,1,1,0
5709,0.1531,10.645424900000002,21.51,672,2760.041667,0,0,0
8466,0.1355,10.36722157,21.28,672,1081.0,3,0,0
2280,0.1221,11.19821472,1.05,737,3660.0,0,1,0
8811,0.1475,10.57131693,5.23,652,1800.0,0,4,0
6992,0.1287,10.55309029,14.98,722,1560.041667,0,0,0
8076,0.1501,10.91508846,28.43,697,4079.041667,3,0,0
784,0.1166,11.69524702,18.23,697,4950.0,2,0,0
7857,0.1786,11.00209984,5.3,617,720.0,4,0,1
508,0.08,10.04324949,12.05,742,1259.041667,4,0,0
8557,0.1418,10.08580911,29.7,727,5640.0,0,1,0
208,0.087,10.08580911,19.45,757,3870.041667,2,0,0
6889,0.1357,11.22524339,3.52,682,1770.0,0,0,0
7132,0.1273,11.81303006,7.91,747,6316.041667,1,0,0
8628,0.1261,9.740968622999999,20.4,672,990.0,6,0,0
5782,0.1392,11.08214255,9.47,682,2070.041667,0,0,0
2629,0.1284,11.53272809,12.46,722,3329.958333,2,0,0
23,0.0788,11.73606902,7.05,782,5640.041667,1,0,0
382,0.0775,10.08580911,0.0,787,3809.041667,0,0,1
5494,0.1357,11.00209984,18.58,697,2524.958333,0,0,0
1182,0.0976,11.01856357,12.37,712,3149.958333,2,0,1
9121,0.1347,10.858999,16.71,677,5070.0,5,0,1
6205,0.1253,10.23995979,15.13,747,4771.0,0,0,0
9047,0.1347,11.28978191,14.2,692,4560.0,2,0,0
8840,0.1209,11.33857208,9.87,702,3420.0,5,0,0
1924,0.1474,11.08220409,22.1,672,4934.041667,2,0,1
7870,0.1407,9.61580548,2.0,642,238.95833330000002,5,0,1
6421,0.1183,10.20359214,0.67,777,2700.041667,4,0,0
4319,0.1183,11.35040654,24.27,737,5610.0,3,0,1
8525,0.1418,10.55581274,19.81,652,5219.958333,7,2,1
5979,0.0894,10.81977828,15.7,737,3120.041667,3,0,1
3917,0.1287,10.81977828,16.06,692,2940.0,2,0,0
3819,0.1095,10.22990945,13.68,717,2100.0,3,0,0
3091,0.1095,11.48242502,7.56,707,5130.0,0,0,0
121,0.1249,10.57131693,5.08,667,3690.0,3,0,1
2034,0.1663,11.35040654,15.61,662,5528.958333,3,0,0
7600,0.1311,10.59663473,11.31,697,5550.0,0,0,0
3689,0.08,11.75981679,4.13,802,7980.0,0,0,0
8544,0.1197,11.38509209,20.84,687,5189.958333,17,0,1
9372,0.2121,11.00209984,0.36,662,3660.041667,5,2,0
6897,0.1843,11.28978191,0.08,667,3540.041667,3,0,1
9331,0.1392,9.574983486,9.31,687,1202.0,4,0,0
9158,0.1253,11.42954386,18.43,727,3180.0,4,0,0
4634,0.1183,11.00209984,16.48,697,6839.958333,2,0,0
6410,0.0894,11.39639165,1.0,787,5340.041667,2,0,0
6535,0.0774,10.8729019,23.1,757,3030.041667,0,0,0
1139,0.0945,11.47001796,14.56,732,5639.958333,1,0,0
2803,0.1316,10.69194491,5.21,702,13770.0,0,1,0
5121,0.1218,10.62132735,6.67,742,4470.0,3,0,0
1056,0.1292,10.59653473,16.29,667,2729.958333,2,0,0
8264,0.1134,10.37349118,21.9,702,2760.041667,0,0,0
2738,0.06,9.793449447,5.69,727,4320.0,0,0,0
46,0.0775,8.987196821,3.0,762,6659.958333,0,0,0
5671,0.1392,11.05089001,10.55,747,3251.0,3,0,0
3921,0.1758,10.30895266,13.16,712,2100.0,1,0,0
2950,0.1221,10.81977828,7.25,737,4109.958333,3,0,0
7926,0.1249,11.21182037,20.68,682,4349.958333,4,0,0
719,0.1008,11.77528973,21.2,772,6750.041667,0,0,0
8885,0.1221,10.23981692,5.53,722,1800.0,5,0,0
2295,0.0963,11.36210258,18.54,732,3990.0,1,0,0
8782,0.1412,10.71441777,10.19,657,3210.0,4,0,0
7140,0.1099,12.10071213,0.07,797,6840.041667,0,0,0
4807,0.1426,10.46310334,22.11,687,3330.0,0,0,1
5983,0.1357,10.77895629,8.8,702,5700.041667,0,0,0
7305,0.1025,11.19134184,22.23,712,4830.0,0,0,0
6881,0.0859,10.46310334,6.62,752,5130.0,1,0,0
2824,0.1726,10.66895539,12.31,662,2669.958333,1,0,0
5037,0.16699999999999998,10.88743693,19.87,667,3904.958333,1,0,1
747,0.1039,10.87804719,13.09,702,4441.0,1,0,0
3146,0.1126,10.12647109,0.34,747,6689.958333,1,0,1
4591,0.1148,12.16525065,6.62,757,5100.0,1,0,1
9383,0.1322,10.33136626,16.51,687,2940.041667,4,0,0
3401,0.1379,10.87812266,9.51,662,4949.958333,3,0,0
8786,0.1601,11.51292546,19.58,642,5520.0,0,2,1
5558,0.1322,10.83295114,3.88,682,3959.958333,2,0,0
3859,0.1379,11.32242576,14.94,692,4499.958333,0,0,1
2009,0.1632,11.40756495,9.77,672,6633.0,3,1,0
992,0.1197,11.08214255,14.95,682,3120.0,1,0,0
8576,0.1071,11.71993963,11.55,682,4950.0,6,0,0
4733,0.0859,10.71441777,4.72,762,3073.0,1,0,0
7026,0.1645,11.00209984,21.78,692,3000.0,0,0,0
4419,0.1635,11.49516874,9.19,677,3600.0,0,0,0
247,0.0775,10.08580911,6.0,752,2729.041667,0,0,0
6425,0.1496,11.11765818,5.56,667,4920.041667,1,1,0
8939,0.1916,11.51292546,2.96,717,7770.0,10,1,1
5881,0.1218,9.392661928999999,6.0,727,1198.041667,0,0,0
575,0.1261,10.54534144,4.04,687,3570.041667,0,0,0
1291,0.1096,11.22524339,9.92,687,6240.0,1,0,1
1081,0.0945,11.01862914,9.45,712,3119.958333,0,0,0
4439,0.1392,11.19821472,21.68,672,4320.0,0,0,1
345,0.1078,10.50506754,7.76,687,2010.0416670000002,0,0,0
1915,0.0963,11.40756495,3.27,732,3720.041667,3,0,1
3488,0.08,10.95080655,14.04,762,5609.958333,1,0,0
7271,0.1025,11.08214255,9.3,742,1547.0,1,0,0
7936,0.1122,10.30895266,0.4,672,1590.0,7,1,0
8311,0.1292,11.34568955,27.45,737,5609.041667,1,0,0
8793,0.1696,11.28978191,19.89,642,4649.958333,6,1,0
438,0.1078,11.21989579,8.22,697,3707.0,1,0,0
7791,0.0996,10.1266311,0.48,702,599.9583332999999,1,0,0
5909,0.1183,11.00209984,10.44,732,3241.0,0,0,0
9002,0.1221,12.20609265,17.97,722,6720.0,0,0,1
4527,0.1253,10.95940109,20.68,722,4709.958333,1,0,0
8398,0.16399999999999998,10.53688473,24.71,652,3300.0,14,0,0
3376,0.1189,11.98292909,10.78,702,6990.0,0,0,0
3148,0.1158,11.56171563,13.36,752,4980.0,2,0,0
3811,0.1158,11.53272809,11.35,727,5550.0,1,0,1
7041,0.0774,11.69524702,4.7,767,5730.041667,0,0,0
2205,0.1347,10.17732422,12.68,697,3720.0,0,0,1
1723,0.1158,11.77528973,19.37,757,8670.0,0,0,0
7069,0.0676,11.33260191,3.65,782,3333.0,4,0,0
201,0.1154,10.70099475,12.16,682,2130.0,1,2,1
1163,0.1287,10.93310697,22.18,702,3303.0,2,0,0
424,0.1078,11.14908203,16.51,692,5009.041667,0,0,0
5165,0.0894,10.64875269,11.33,737,3450.0,0,0,1
8974,0.1442,11.51292546,3.18,732,4830.0,6,0,0
9442,0.1148,11.23848862,5.1,737,8880.041667,4,0,0
7511,0.1136,11.69524702,3.6,727,9150.0,1,0,0
215,0.0933,10.645424900000002,16.09,707,2220.0,0,0,0
7199,0.0788,9.852194257999999,24.32,717,11850.04167,1,0,0
7306,0.1099,10.45791849,20.13,722,2220.0,0,0,0
8571,0.1292,10.57131693,25.48,732,3611.0,0,0,0
4298,0.16699999999999998,11.03488966,22.06,672,4649.958333,1,0,0
449,0.0775,11.08214255,9.25,757,5010.041667,0,0,0
9168,0.1505,11.44035477,1.69,737,5944.0,8,1,1
4555,0.0859,11.62735176,13.89,767,2880.0,1,0,0
6382,0.1426,10.40426284,16.22,687,3330.0,0,0,0
6718,0.16,11.3736634,10.86,687,5550.041667,3,0,0
9099,0.1442,11.69524702,23.39,682,6719.958333,4,0,1
6441,0.07400000000000001,10.71441777,3.84,762,3360.041667,1,0,0
8517,0.1734,10.71708089,16.44,652,1859.9583329999998,3,0,0
6383,0.1322,11.112447900000001,15.15,677,4020.0,2,0,0
5470,0.0774,10.9156156,11.88,777,11249.95833,3,1,1
6716,0.0859,11.68687877,8.21,742,6120.0,1,0,0
2258,0.08,10.91508846,9.6,802,5550.0,0,0,1
1559,0.1114,11.00209984,6.48,782,2580.041667,0,0,0
3058,0.1221,10.30895266,0.4,762,1800.0,2,0,0
519,0.1071,10.38554326,11.12,687,4079.0,1,0,0
5271,0.0774,10.77895629,11.75,787,3421.041667,2,0,0
1986,0.0932,11.69524702,5.93,747,3150.041667,1,0,0
8684,0.1166,9.903687533,9.9,677,1471.0,4,0,0
2880,0.0774,11.77535127,1.68,777,5352.958333,0,0,0
5075,0.0894,11.40756495,8.99,782,10199.95833,1,0,0
6496,0.1183,11.91839057,0.7,812,11700.0,0,0,0
802,0.1039,12.23076526,12.27,712,5549.958333,2,0,0
1905,0.1422,11.00209984,3.48,702,3870.041667,3,0,0
1994,0.1126,10.49404814,1.4,772,5640.041667,1,0,0
4233,0.1253,9.862665558,12.06,687,2190.0,0,0,0
2527,0.1474,10.91516119,20.88,682,2880.0,2,0,0
460,0.1393,10.645424900000002,19.71,667,2490.0,3,0,1
3958,0.1126,11.00209984,4.46,742,2550.0,2,0,0
6709,0.1183,11.40756495,4.33,717,3510.041667,0,0,1
2,0.1357,10.37349118,11.63,682,4710.0,1,0,0
2255,0.0963,10.96044417,16.97,797,13470.0,0,0,0
7523,0.0788,11.82217332,8.75,782,9240.041667,1,0,0
2768,0.1158,12.61153775,7.6,697,4214.0,0,0,0
585,0.145,11.08214255,15.6,662,3570.041667,1,0,0
7826,0.1375,8.862483576,2.38,642,3972.0,0,1,0
1598,0.1209,10.81977828,11.16,717,3450.041667,0,0,0
2757,0.1126,11.184421400000002,3.73,747,2070.0,7,0,0
3394,0.1126,11.22524339,20.06,717,4529.958333,2,0,0
87,0.0775,11.03165864,3.46,747,2519.0,0,0,0
4834,0.1218,10.30895266,8.36,712,1349.958333,2,0,0
3154,0.0751,10.54534144,17.43,747,1681.0416670000002,0,0,0
6195,0.1287,10.645424900000002,20.14,682,3930.0,2,1,0
2437,0.1347,11.18725073,14.21,687,5760.041667,0,0,0
8220,0.1046,10.71441777,17.95,687,6660.041667,6,0,0
2117,0.1442,11.36214909,4.35,687,6900.0,3,1,0
2596,0.1253,11.40756495,0.68,792,4469.958333,1,0,0
551,0.1134,10.51867319,24.31,742,4710.0,2,0,0
4191,0.16,11.22524339,16.32,662,3929.958333,3,0,0
823,0.1039,10.43816641,15.99,712,4590.0,1,0,0
111,0.1438,11.184421400000002,17.83,687,1289.958333,1,0,0
6807,0.1148,10.69194491,12.19,742,2490.0,0,0,0
8322,0.1292,11.34398597,18.1,667,3750.0,6,2,0
3337,0.1221,10.91508846,14.2,692,1830.0,0,0,0
2825,0.1411,11.42954386,7.63,692,1979.9583329999998,2,2,1
4312,0.1461,11.51292546,22.55,677,5699.958333,0,2,0
4811,0.1322,10.85892207,1.96,717,1409.958333,0,0,0
1796,0.06,10.4341158,17.12,742,2430.041667,0,0,0
155,0.0996,11.33857208,4.84,727,6330.0,2,0,0
4781,0.1218,11.05885818,15.8,717,6240.0,1,0,1
6747,0.1392,10.42228135,15.68,687,1500.0,1,0,0
840,0.1071,11.30458678,18.59,717,2639.958333,1,0,0
6061,0.1392,11.21182037,21.91,682,7000.041667,1,2,0
2609,0.1474,9.779963066,19.08,672,1771.0,3,0,0
2345,0.1347,10.37361617,22.08,697,5220.0,0,0,0
3648,0.0932,10.91508846,12.0,752,2856.0,1,0,0
7275,0.1311,9.903487553,20.88,677,3090.041667,0,1,1
1089,0.08,9.942708266,10.04,767,3449.958333,0,0,0
2990,0.1189,10.87221892,13.03,722,2729.958333,0,1,0
1804,0.1095,11.251560699999999,7.75,712,6240.0,0,0,0
6482,0.07400000000000001,10.34174248,0.97,812,6030.041667,0,0,0
1268,0.1128,10.645424900000002,13.43,687,3210.0,0,0,0
8047,0.1186,10.51867319,4.54,667,930.0416667000002,0,0,0
9524,0.1947,11.56171563,19.81,662,3380.041667,5,0,0
371,0.1425,10.77895629,19.05,667,6209.0,0,0,0
5134,0.0859,9.798127037,7.33,752,3630.0,1,0,0
4134,0.1322,10.82778673,11.45,692,5553.0,0,0,0
1546,0.1336,11.00209984,7.24,697,5250.041667,0,2,0
456,0.0807,10.30895266,3.68,732,2580.0,0,0,0
4162,0.16699999999999998,10.61888534,20.39,702,4139.958333,0,0,0
4869,0.1565,11.5228758,9.01,737,5039.958333,3,0,1
4931,0.0774,11.22524339,22.9,752,8999.958333,2,0,0
4169,0.0774,11.81303006,7.7,787,5639.958333,1,0,0
7605,0.1311,10.16585182,14.4,747,4320.041667,1,0,0
1396,0.08,11.21182037,11.46,772,6419.958333,0,0,0
4571,0.1426,11.15625052,18.82,692,5490.0,3,0,0
2606,0.1253,10.87812266,16.26,717,2730.0,2,0,1
4751,0.1287,10.91501573,17.61,702,2039.9583329999998,2,0,0
5977,0.07400000000000001,10.69194491,4.53,787,4770.0,1,0,0
8268,0.1197,11.77528973,10.85,682,5071.0,5,0,0
8064,0.1091,9.61580548,11.68,692,480.04166669999995,0,0,0
7786,0.1375,9.392661928999999,19.3,667,5668.958333,4,1,1
775,0.08,10.59663473,5.22,772,5280.0,3,0,0
4130,0.1218,11.15625052,17.5,697,3360.0,0,0,0
5024,0.1565,11.77528973,6.94,667,7229.958333,0,0,0
8704,0.1134,11.42954386,2.78,682,3869.958333,4,0,0
1752,0.1126,12.00701176,15.02,762,7470.041667,1,0,1
1131,0.1103,10.412591699999998,8.4,687,3359.958333,0,0,0
3641,0.1189,11.31447453,18.13,702,5639.958333,1,1,0
3883,0.1316,10.71441777,17.01,702,2550.0,0,0,0
7391,0.1348,10.49127422,11.9,707,11280.0,0,0,0
8348,0.1671,10.81977828,16.22,647,6870.041667,3,0,1
8109,0.1583,10.51867319,22.25,647,4440.0,6,0,0
2217,0.1189,10.29336514,5.81,757,1890.0,0,0,0
1938,0.1505,10.59663473,20.64,662,3030.041667,1,0,0
8366,0.0945,11.3533434,4.36,727,4679.041667,17,0,0
427,0.1078,11.58058411,16.37,682,9960.041667,1,0,0
2155,0.1695,10.83958091,5.65,662,2611.0,0,1,0
6576,0.1148,11.00209984,9.12,712,4652.0,0,1,0
1188,0.0768,10.46310334,0.0,772,6809.958333,0,1,0
7718,0.1703,11.35510138,25.32,672,4149.958333,3,0,0
4213,0.1357,10.91508846,19.85,702,3030.0,1,0,0
4904,0.1496,11.00209984,21.54,677,12480.0,1,1,0
553,0.1166,11.51292546,18.88,722,1949.0416670000002,0,0,0
7267,0.1099,11.00209984,17.42,697,5700.041667,0,3,0
6786,0.0859,10.30895266,9.04,757,8160.041667,0,0,1
7541,0.1496,11.184421400000002,15.45,662,2614.0,2,0,0
4029,0.1189,10.77895629,23.55,712,1890.0,0,0,0
3303,0.1126,10.08580911,8.6,722,1559.958333,1,0,0
8214,0.1488,10.66895539,27.99,692,4440.0,0,0,0
7293,0.1385,12.10625231,9.18,692,5886.0,2,0,0
4129,0.1739,12.40901349,15.67,672,6094.958333,0,1,0
900,0.0976,11.08214255,13.79,747,8039.958333,4,0,0
4882,0.1183,12.11448353,9.26,732,5700.958333,1,1,1
1078,0.0945,10.16554408,14.82,717,4169.958333,0,0,0
7721,0.1229,10.73639668,3.03,672,983.0,2,0,0
2922,0.0768,10.37349118,15.0,782,3485.0,0,0,0
8655,0.1103,10.59663473,3.09,677,1291.958333,0,0,0
3909,0.1474,10.08580911,15.05,672,1380.0,2,1,0
9111,0.1253,10.91508846,16.25,717,5549.958333,0,0,1
6538,0.1148,12.10071213,1.98,792,4203.041667,1,0,0
6305,0.1322,11.46163217,8.29,687,4290.0,0,0,1
1523,0.1557,10.78931908,2.72,672,3010.041667,1,0,1
408,0.1014,10.81977828,8.78,702,3946.0,0,0,0
667,0.1292,10.23995979,19.93,667,5729.041667,0,0,0
8123,0.1299,10.19913779,10.0,652,1890.0,6,0,0
6649,0.1774,11.46163217,22.19,662,4421.0,1,0,0
8693,0.1103,10.645424900000002,14.46,692,4109.958333,4,1,0
7359,0.1099,12.02574909,7.26,757,5220.041667,0,0,0
6188,0.1774,11.81303006,19.85,672,4080.041667,1,0,0
8820,0.1412,11.56171563,17.7,657,3989.958333,1,1,0
3107,0.1474,10.32127641,10.19,692,2940.0,0,0,0
6935,0.1392,11.31934072,2.13,687,5340.041667,0,1,0
7673,0.1422,10.59663473,10.05,702,1230.041667,1,0,0
2564,0.0963,11.39643659,14.71,772,5219.958333,0,0,0
1658,0.102,11.2009507,11.36,732,2490.0,2,0,0
4745,0.1218,11.21182037,1.49,707,3780.0,2,1,0
2201,0.1287,9.966462352,10.08,702,1439.958333,0,0,0
7842,0.1754,11.08214255,23.78,657,6088.958333,0,2,0
2294,0.1474,10.30895266,16.04,677,1590.041667,0,0,0
337,0.0838,11.15051985,14.03,762,5519.0,5,0,0
6817,0.1461,10.59663473,16.44,687,3570.0,0,0,1
8480,0.1545,10.46310334,13.89,647,2501.0,3,0,0
2128,0.1347,11.46167427,11.89,702,4500.041667,0,0,1
3461,0.1316,11.184421400000002,1.05,697,3630.0,1,0,0
4604,0.0894,11.08214255,12.89,772,10889.95833,1,0,0
6670,0.1148,13.36295384,1.55,742,2970.0,3,1,0
1344,0.08,10.96812932,10.78,757,3179.958333,3,0,0
9044,0.1632,9.798127037,1.13,702,690.0,0,0,0
3029,0.1379,10.81977828,16.0,707,3210.0,2,0,0
2508,0.1537,10.53049493,22.92,662,4079.958333,1,1,0
3565,0.0932,10.9331784,23.89,727,7439.958333,0,0,0
5778,0.1426,11.51292546,8.95,677,4758.0,1,0,0
8369,0.1292,10.04324949,6.94,662,1800.0,12,0,1
5248,0.1461,10.88482268,22.72,667,3390.0,1,0,1
2868,0.0768,9.823361508,4.55,762,4590.0,1,0,0
4762,0.1357,11.00209984,7.3,702,5399.958333,0,0,0
649,0.1355,11.87756858,1.67,677,5370.041667,2,0,0
6590,0.1183,11.91839057,13.42,812,11706.0,0,0,0
3848,0.1253,11.34805082,21.4,692,5040.0,1,0,0
2364,0.1853,11.32659589,4.41,672,6120.041667,0,0,0
3684,0.1126,11.62625415,16.29,717,5999.958333,0,0,0
2450,0.1505,10.81977828,22.99,667,3930.0,2,0,0
3749,0.1347,11.68687877,22.61,682,7230.0,2,0,0
7465,0.1496,11.08214255,20.77,667,4020.0,2,0,0
7057,0.0859,11.03563132,4.8,752,3660.0,1,0,0
5658,0.1322,10.46310334,17.93,697,4320.0,0,0,0
8732,0.1854,11.00209984,28.41,657,1740.0,0,0,0
2623,0.1189,10.5454467,22.58,722,4680.0,3,0,0
9515,0.1607,11.22524339,20.56,677,4080.0,7,0,0
3245,0.0932,11.52682837,6.86,737,6031.958333,0,1,0
9321,0.1565,10.91508846,9.21,667,7199.958333,5,1,0
2145,0.0932,10.81977828,7.8,742,3720.0,0,0,0
535,0.0976,10.49127422,0.5,702,1680.0416670000002,0,0,0
4226,0.1496,11.5228758,14.48,767,5400.0,1,0,0
7665,0.0714,10.75790288,19.86,752,4110.0,1,0,0
2619,0.1316,10.96819829,0.12,722,2070.0,0,0,0
2400,0.0932,10.49127422,20.37,742,3690.0,0,0,1
7817,0.147,9.998797732,20.0,667,2614.0,19,0,0
8794,0.1254,11.8473957,10.85,687,4619.958333,6,0,1
2136,0.1379,10.81977828,3.7,707,2580.0,3,1,0
1535,0.1272,10.56746336,3.98,667,1830.0,0,0,0
2501,0.0932,11.3736634,13.5,727,5011.0,3,0,0
1639,0.1178,11.40756495,13.63,687,8100.041667,2,0,1
5651,0.07400000000000001,11.79810441,1.72,772,9990.041667,2,0,0
7974,0.128,9.392661928999999,3.0,657,479.04166669999995,1,0,0
1578,0.0938,11.31447453,0.0,747,7920.0,0,1,0
6940,0.0894,11.33857208,9.13,762,3180.041667,0,0,0
9164,0.1632,10.71441777,13.6,667,1679.9583329999998,4,0,1
7948,0.1091,11.22524339,8.0,677,2189.958333,8,0,1
7396,0.1136,10.30895266,17.0,707,2340.041667,3,0,1
5656,0.1183,11.35040654,20.57,717,4980.0,1,0,0
5043,0.1357,10.59653473,16.32,702,4470.0,0,1,0
4685,0.1704,11.99535161,14.04,677,4440.0,2,0,0
940,0.1103,10.81977828,13.82,682,3990.0,0,0,0
39,0.0933,12.10071213,11.93,717,4498.958333,1,0,0
2374,0.1632,10.57131693,9.72,667,2370.041667,1,0,0
4900,0.1114,9.998797732,8.02,722,2190.0,0,0,0
2881,0.1537,11.28978191,3.55,687,1410.0,1,0,0
1265,0.1317,11.29601246,23.03,702,12450.0,0,2,0
6222,0.0894,10.59663473,20.4,802,6510.0,0,0,0
2532,0.1411,11.19821472,11.59,767,5522.958333,1,0,1
4249,0.1287,11.51292546,15.67,692,4380.0,3,0,0
5582,0.07400000000000001,10.47425013,0.85,782,4800.0,0,0,0
8695,0.1355,10.9331784,8.98,652,3630.0,2,0,0
6126,0.1114,11.16336799,12.65,742,1950.0416670000002,0,0,0
1533,0.1367,10.71441777,16.29,662,2160.0,0,0,0
8665,0.1355,11.48242502,12.15,657,3241.0,3,0,1
4952,0.16,11.60823564,18.13,717,10740.0,0,0,1
3432,0.1221,10.66895539,15.49,727,3330.0,1,1,0
2253,0.1189,10.59663473,23.88,717,2250.0,1,0,0
7481,0.0988,10.81977828,6.1,742,3360.0,1,0,0
904,0.0976,10.90227951,4.24,707,1499.958333,0,0,1
2879,0.08,11.3736634,4.9,797,5899.958333,3,0,0
1762,0.1189,10.858999,7.52,752,3330.041667,7,0,0
252,0.0933,11.00209984,9.96,732,2732.041667,1,0,0
8673,0.1324,10.34817337,10.85,652,1169.958333,1,0,0
5695,0.1496,10.16277015,22.36,662,2850.0,3,1,1
8623,0.1513,10.98536052,17.59,647,3480.0,3,0,1
8432,0.1355,10.30895266,14.2,647,7019.958333,0,3,0
416,0.0775,10.08580911,10.1,782,5400.0,1,0,0
7185,0.1348,11.26957921,3.6,742,8311.041667,5,0,0
7677,0.0676,9.552226498,6.05,772,3480.041667,0,0,0
7437,0.1533,11.17043516,15.75,692,4080.0,1,0,1
5636,0.0859,11.09741002,14.16,747,5009.958333,3,0,0
8021,0.1059,12.01370075,18.76,732,8310.0,4,1,0
9231,0.1114,11.35040654,23.1,762,11790.0,4,0,0
1159,0.1261,11.87145968,10.92,662,4080.0,2,1,0
8419,0.1797,10.645424900000002,28.29,662,4188.0,3,1,1
7309,0.1099,10.79712359,19.79,697,3060.041667,0,0,0
1066,0.1229,11.03488966,8.25,667,1919.9583329999998,0,0,1
3873,0.1253,11.00209984,12.98,682,4800.0,0,0,0
5437,0.1461,10.91508846,19.03,692,4720.958333,1,0,0
1244,0.1286,11.56171563,10.71,682,4470.0,0,0,0
1076,0.0976,10.73630972,15.94,712,3479.958333,1,2,0
3053,0.1426,10.30895266,15.84,667,4709.958333,3,0,0
919,0.08,10.27467173,2.24,792,14100.0,0,0,0
8159,0.1299,12.388394199999999,9.67,682,9479.0,5,0,0
3162,0.1158,10.82972862,17.8,717,3329.958333,1,0,0
5515,0.1635,10.77895629,18.13,717,1620.0,0,0,0
3260,0.1158,10.77895629,0.38,747,3510.0,3,0,0
5949,0.1287,10.61043901,10.36,687,2760.041667,1,0,0
6146,0.1253,11.33857208,13.63,732,6275.041667,3,0,0
9464,0.1148,11.76998337,17.4,757,8760.0,0,0,0
6064,0.1878,10.55581274,9.69,662,1290.041667,1,0,0
3552,0.1843,11.81303006,21.85,682,3600.0,0,0,0
4739,0.0894,10.98529272,16.7,802,4679.958333,3,0,0
5584,0.1114,13.71015004,1.7,722,4112.0,2,0,0
8204,0.1836,11.9511804,25.27,667,8190.041667,3,0,1
122,0.0743,11.35040654,2.64,782,9210.0,0,0,0
3079,0.1537,11.16902571,17.69,697,5639.958333,0,0,0
4470,0.1183,12.35879373,8.53,727,4920.958333,1,0,0
7682,0.1062,9.392661928999999,14.1,702,8010.0,1,0,0
5602,0.1183,10.76789534,6.77,812,3656.0,0,0,0
8758,0.1538,10.77895629,15.65,652,4020.0,1,0,0
2556,0.1505,10.46310334,7.78,672,3030.958333,0,0,0
2021,0.0768,10.77895629,13.6,752,3733.0,3,0,0
9350,0.1947,11.26446411,12.14,682,1799.9583329999998,4,0,0
2761,0.1411,10.71441777,22.48,682,2309.958333,0,0,1
7911,0.1438,10.35774282,18.51,642,3390.0,2,0,0
8578,0.1766,10.81977828,24.46,647,5790.0,0,0,0
2667,0.0963,11.24300472,8.63,722,5189.958333,1,0,0
3594,0.1379,11.59175513,5.39,697,6329.958333,0,0,0
