int.rate,log.annual.inc,dtai,fico,days.with.cr.line,inq.last.6mths,delinq.2yrs,default
0.0863,10.65320408,10.8,732,3451.041667,3,0,0
0.0976,11.40756495,1.95,767,3180.041667,0,0,0
0.1166,10.81174611,8.4,687,3300,2,0,0
0.1039,11.28978191,0.86,717,2092.041667,1,0,0
0.1197,10.98189713,6,672,4410,0,1,1
0.0768,11.22524339,2.54,802,6451.041667,0,0,0
0.1008,10.59663473,16.17,712,2699.041667,1,0,0
0.1008,11.87756858,3.84,762,4725,8,0,0
0.0976,10.16585182,9.14,762,6752.041667,0,0,1
0.1071,10.38554326,11.12,687,4079,1,0,0
0.1103,10.53209621,5.73,682,3299,0,0,0
0.1418,11.09741002,22.45,707,2092.041667,2,0,1
0.1103,10.30895266,13.4,707,3359,1,0,1
0.08,11.65268741,12,777,5941,3,0,0
0.0976,11.05089001,2.7,712,6810.041667,0,0,0
0.1261,10.1266311,4.56,667,4799,2,0,0
0.1134,11.22524339,15.14,707,6030.041667,0,0,0
0.0945,11.00209984,0.6,762,3390.041667,2,0,0
0.08,11.00209984,9.82,762,6419.041667,1,0,0
0.1166,10.858999,14.45,677,2609,3,0,0
0.0737,9.774118912,12.7,772,6149,0,0,0
0.1545,10.91501573,13.16,662,7979,2,0,0
0.0768,10.23995979,0.43,792,2267,0,0,0
0.0976,11.32176496,11.89,722,8669.041667,1,0,0
0.1134,11.51292546,2.32,697,5970.041667,1,1,0
0.0976,10.49127422,0.5,702,1680.041667,0,0,0
0.1292,10.6454249,23.29,717,5220.041667,2,0,0
0.1324,11.00209984,22.4,687,3151.041667,0,0,1
0.1008,11.00209984,10.06,742,3960,0,0,0
0.1229,9.852194258,24,707,2700.041667,0,0,0
0.1071,10.42228135,20.11,717,2309.041667,1,0,0
0.1324,11.14764215,3.29,672,3659,0,0,0
0.1418,10.85220675,11.13,662,2519,0,0,0
0.0863,9.210340372,0,727,1110,0,1,0
0.1166,10.49127422,5.17,692,4440,2,1,1
0.1103,10.11070495,9.17,692,4110,0,1,0
0.1103,10.62132735,16.92,682,1560,1,0,0
0.1482,11.55214618,20.12,667,8250.041667,1,4,0
0.1197,9.782505656,15.51,672,4290.041667,2,0,0
0.1166,11.43388226,10.74,677,5519,3,0,1
0.1261,11.24575165,4.62,667,5129,1,0,0
0.1134,10.51867319,24.31,742,4710,2,0,0
0.08,10.1266311,12.14,802,7890.041667,0,0,0
0.1166,11.51292546,18.88,722,1949.041667,0,0,0
0.08,10.37098805,10.71,762,2309.041667,0,0,0
0.1197,10.51856508,20.63,702,3270,0,0,0
0.1039,10.71441777,20.69,732,2610,0,0,0
0.0863,11.00209984,7.8,757,3390,3,0,0
0.1261,11.69524702,5.76,697,2141.041667,3,0,1
0.1071,10.858999,11.86,727,1694.041667,0,0,1
0.1071,11.00209984,0.4,707,1620.041667,2,0,0
0.1292,11.294956,20.15,677,8520.041667,1,0,0
0.1197,11.26446411,14.8,672,4140.041667,0,0,0
0.0945,11.51292546,10.51,742,3900.041667,3,0,0
0.1387,10.96819829,24.72,702,6839.041667,0,0,1
0.1703,11.58058411,15.81,662,6660,0,0,1
0.0976,10.4487146,1.46,712,2970,0,0,0
0.1008,10.3859137,16.26,717,1560,1,0,0
0.1261,10.858999,12.02,672,2699.041667,0,0,0
0.1103,10.71441777,8.29,687,2760.041667,0,0,0
0.1039,10.77895629,12.63,702,1140,0,0,0
0.1292,10.71441777,6.08,677,3240,1,1,1
0.1039,10.88382293,11.37,717,2250,0,0,0
0.1197,10.71441777,22.67,702,3183.041667,0,0,0
0.1103,10.55581274,15.72,722,3580.041667,1,0,1
0.1261,10.54534144,4.04,687,3570.041667,0,0,0
0.1071,10.59653473,19.23,722,3120.041667,1,0,0
0.0976,12.20607265,4.95,777,2159,0,0,0
0.1103,11.23697432,11.8,717,6589,0,0,0
0.1387,10.08580911,21.9,662,4200.041667,1,0,0
0.1324,11.28978191,20.73,697,4080,0,0,0
0.0976,10.54534144,3.22,722,2670.041667,0,0,0
0.1071,10.86969163,13.11,727,4085,1,0,0
0.0976,11.91839057,0.22,782,4319.041667,3,0,0
0.0863,10.30895266,13.16,752,4109,2,0,0
0.145,11.08214255,15.6,662,3570.041667,1,0,0
0.1039,10.49460201,14.45,707,1621.041667,0,0,0
0.1166,10.4341158,23.96,742,3840.041667,2,0,0
0.1355,11.17885035,3.35,662,5460,2,1,1
0.0768,10.5865844,0.91,767,5520,1,0,0
0.0976,10.13459927,5.43,707,2820.041667,1,0,0
0.0945,11.08214255,11.69,727,2641,3,0,0
0.1134,10.54534144,8.72,687,4261.041667,0,0,0
0.1134,11.22524339,14.8,712,2970,3,0,0
0.1103,11.22524339,11.3,692,4380,0,1,0
0.08,10.49127422,2.6,742,4380,0,1,0
0.1387,10.4744671,13.19,662,4050,2,0,1
0.0945,11.00209984,13.16,732,4470,0,0,0
0.0832,10.46367461,0.72,742,2767.041667,3,0,0
0.1671,11.08214255,20.09,662,4110,1,0,0
0.1071,10.77895629,14.58,717,5219,1,0,1
0.0945,11.81303006,11.18,737,3660,1,0,0
0.08,11.66992921,0,787,8370,0,0,0
0.0863,10.95080655,0.32,717,1680.041667,2,0,0
0.1166,10.30895266,15.44,687,2159,0,0,0
0.1008,10.54534144,20.53,732,3360,0,0,0
0.1197,11.08214255,8.6,687,3270,1,0,1
0.1134,10.08580911,9.8,682,3210.041667,2,0,0
0.1071,10.828401,6.95,687,4229.041667,0,0,0
0.0976,10.71441777,1.79,767,2044.041667,0,0,0
0.0976,10.16585182,5.77,777,4560.041667,1,0,1
0.1134,10.96335901,8.61,697,5129,1,0,0
0.0976,10.59663473,7.47,707,2939,2,0,0
0.1039,11.15051985,15.72,707,2970,1,0,1
0.0863,11.60093634,6.4,742,4080,0,0,0
0.1387,10.81985828,20.93,672,2340.041667,0,0,0
0.0976,10.91508846,15.1,762,7920.041667,1,0,1
0.145,10.42228135,9.86,667,2940,1,0,1
0.1513,10.93339264,21.32,667,3600.041667,0,0,0
0.0863,10.6454249,2.74,727,2310.041667,0,0,0
0.1103,9.92329018,6.82,697,1530,2,0,1
0.1166,10.30895266,8.56,682,1200,3,0,0
0.0976,10.08580911,2.7,717,5168,3,1,1
0.1576,11.51292546,18.55,667,4560.041667,0,0,0
0.0945,11.44035477,10.86,717,4080,1,0,1
0.1418,11.84934056,3.4,662,2610,0,0,0
0.1134,10.261162,5.37,687,2730.041667,2,0,0
0.1229,10.52406404,21.94,702,1950.041667,2,0,1
0.08,11.32659589,5.54,762,4259.041667,3,0,0
0.0976,10.59663473,18.72,742,6569,0,0,0
0.1071,10.20359214,6.62,682,1199,1,0,0
0.1418,10.53049493,20.71,662,4140.041667,1,0,0
0.08,11.28978191,3.75,762,12668.04167,0,0,0
0.1197,10.57254694,14.9,682,2579,0,0,1
0.1039,9.729134165,7.5,692,1920,1,0,0
0.1008,11.03488966,0.81,712,3660,1,0,0
0.1608,10.71441777,6.4,667,5160,0,3,1
0.0945,11.08214255,11.13,717,5208,0,0,0
0.0945,11.69524702,4.19,787,5159,2,0,0
0.1292,11.1844214,19.67,687,4710,1,0,0
0.1008,11.12431747,11.01,732,3389,0,0,0
0.0945,10.70324447,0.81,797,3450.041667,1,0,0
0.1513,11.2515607,10.25,662,3332,1,0,0
0.1292,11.29849385,15.08,697,4440,0,0,1
0.0976,13.25759333,1.61,742,6390.041667,1,0,0
0.1418,11.20721519,18.16,662,3209.041667,1,0,0
0.1039,10.34817337,17,717,3209.041667,2,0,0
0.1387,10.30895266,24.68,682,1500,0,0,0
0.0976,11.08214255,11.35,737,3990,2,0,1
0.1355,11.87756858,1.67,677,5370.041667,2,0,0
0.1229,10.81977828,20.04,692,3360,1,0,0
0.0863,11.00209984,8.94,732,4440,3,0,0
0.1134,10.858999,9.39,687,2703.041667,0,0,0
0.1229,14.52835448,0.13,672,1293.041667,1,0,0
0.1071,11.08214255,2.9,722,1380.041667,1,0,1
0.1324,11.09741002,18.2,672,4620.041667,3,1,0
0.1197,10.84778248,20.96,697,4619.041667,0,0,0
0.1039,11.58988651,8.92,712,3059.041667,1,0,0
0.1197,11.28978191,19.37,682,9059.041667,1,0,0
0.1166,11.06663836,13.33,712,4383,2,0,0
0.1261,10.46310334,9.63,667,1290.041667,1,0,0
0.0976,11.40756495,12.32,722,1950.041667,3,0,0
0.0945,9.915613732,5.99,712,4470,0,0,0
0.1166,10.77895629,10.05,682,2670,2,0,0
0.1324,10.75312553,10.03,672,4110,0,0,0
0.1355,10.2646524,17.56,662,1889,1,0,0
0.0832,10.26813067,0.83,807,5189,1,0,0
0.1292,10.23995979,19.93,667,5729.041667,0,0,0
0.1197,10.49127422,15.83,682,4410,1,0,0
0.1261,11.14186178,14.02,682,3570.041667,1,1,0
0.1387,11.05089001,17.28,692,8700.041667,1,0,0
0.0945,11.45105006,7.44,727,3360,0,0,0
0.1008,11.46163217,10.42,757,11970.04167,0,0,0
0.1071,11.24177269,10.37,702,11280,0,0,0
0.1292,10.52406404,6.74,672,2609,0,0,0
0.1166,11.73606902,12.94,682,3720,0,0,0
0.1261,10.42228135,14.68,687,4650.041667,0,1,1
0.1103,11.91582729,9.52,702,3780.041667,0,1,1
0.1134,10.59663473,21.96,717,4291.041667,1,0,0
0.164,11.91839057,24.03,672,4290.041667,1,0,1
0.1229,10.55581274,9.31,687,5670.041667,0,0,0
0.0737,10.46310334,0.86,797,11430,0,0,0
0.1261,10.81977828,3.89,667,5970.041667,0,0,0
0.1103,11.11542853,15.5,707,2370.041667,0,0,1
0.1103,10.75790288,13.48,702,3000,0,0,0
0.1103,10.42228135,2.61,697,2370.041667,2,0,0
0.1071,10.62132735,12.12,692,7140.041667,0,0,0
0.1229,11.08214255,13.5,692,2370.041667,1,0,1
0.1103,11.40756495,17.39,717,4470,1,0,0
0.1324,10.87804719,17.82,667,7349,0,5,0
0.08,10.858999,2.1,792,5219,1,0,0
0.0945,11.08214255,8.86,742,5129,0,0,0
0.1103,10.66886237,2.34,687,1950,1,0,0
0.1229,11.56171563,10.01,687,5250.041667,1,3,0
0.1071,11.15625052,0.57,727,5040.041667,1,0,1
0.1103,10.66347529,6.15,707,2820.041667,0,0,0
0.0976,11.33384664,5.88,717,4500,0,1,0
0.1103,10.96819829,9.21,687,7049,0,0,0
0.0832,11.82041016,8.63,752,6149.041667,1,0,0
0.1261,10.81977828,7.15,667,2579,0,0,0
0.1039,10.30895266,21.28,752,2729.041667,2,0,0
0.0945,10.71441777,0.8,717,2730.041667,0,0,1
0.1734,11.47210347,18.8,662,11520.04167,0,2,0
0.1261,11.33857208,14.51,692,1890,2,0,0
0.1292,11.15625052,4.08,667,5820,3,3,0
0.1292,10.35316092,23.31,712,3780,1,0,1
0.0976,10.04324949,22.38,742,4470,1,0,0
0.1039,10.30895266,0,712,4440,1,0,0
0.1324,10.20359214,11.96,667,4890.041667,0,0,0
0.1387,11.04292184,20.45,677,2675,2,0,0
0.1134,10.14124382,8.79,692,3839.041667,0,0,1
0.0832,11.40756495,1.63,792,5729.041667,0,0,0
0.1324,10.96819829,10.9,662,2009.041667,3,0,0
0.1355,11.15625052,17.07,667,7565.041667,0,0,0
0.1071,10.83958091,16.47,702,4530.041667,1,0,0
0.1008,10.89635036,0,762,6420.041667,1,0,0
0.1197,11.35040654,14.08,682,7230.041667,2,0,0
0.0945,11.73606902,5.28,727,9120,3,0,0
0.0863,11.40756495,5.91,732,5760.041667,0,1,0
0.1008,11.77528973,21.2,772,6750.041667,0,0,0
0.1039,9.903487553,14.82,702,2851.041667,1,0,0
0.1134,11.33857208,10.49,697,3089.041667,0,0,0
0.1229,10.87804719,18.93,702,3689,1,0,1
0.1261,10.60905725,12.12,667,2729.041667,0,1,0
0.1134,11.51292546,1.2,682,5130,3,0,0
0.1166,10.90159787,12.38,672,7530.041667,0,2,0
0.1134,10.71441777,9.92,687,2520.041667,1,0,0
0.1324,10.69557468,14.4,672,3720,2,0,0
0.0976,11.06763786,4.8,717,5070.041667,0,1,0
0.0737,10.58415721,1.55,802,3660,0,0,0
0.08,10.79059661,0.62,742,7170.041667,4,0,0
0.08,9.60238246,2.43,747,2250,3,0,0
0.1008,10.91871823,19.43,717,4770,3,0,0
0.1008,10.57131693,5.17,707,2190,1,0,0
0.1355,11.1844214,23.37,682,6599,2,0,0
0.0945,10.59663473,5.97,722,2819.041667,1,1,0
0.1355,10.91508846,14.99,667,4499,2,0,0
0.0945,11.15625052,9.38,722,1859,0,0,0
0.1039,10.30895266,6.04,697,6330,0,0,0
0.1229,10.50232405,11.6,677,1500,2,0,0
0.1134,10.91508846,5.19,712,8400,0,2,1
0.0945,11.04132055,6.46,752,4500,2,0,0
0.0976,11.15625052,4.92,792,4140,0,0,0
0.1039,10.46321762,19.61,717,4439.958333,1,0,0
0.1197,9.862665558,10.94,677,1920,3,0,0
0.1229,11.40756495,8.81,677,2340.041667,1,0,0
0.0863,10.89821971,10.78,732,3390,1,0,0
0.1039,10.87804719,13.09,702,4441,1,0,0
0.0945,10.6454249,5.31,737,3030,0,0,0
0.1134,10.91508846,13.51,682,3510,0,0,0
0.1039,11.51292546,7.25,737,3780,2,1,0
0.1355,11.77528973,8.32,662,3060.041667,0,0,0
0.08,10.38183131,8.55,782,5550,0,0,0
0.1324,10.53720315,20.66,677,4620.041667,2,0,0
0.1071,11.28978191,6.9,707,7410,3,0,0
0.1355,10.77895629,22.75,677,2730.041667,0,0,0
0.1071,10.81977828,9.22,687,2790,0,0,0
0.1166,10.59663473,18.78,697,2309.958333,0,0,1
0.0768,10.30895266,2.52,762,3840,0,0,0
0.145,11.22235924,24.61,682,2430,3,0,0
0.0976,9.903487553,10.56,717,4121.958333,0,0,0
0.0863,10.75363848,12.23,727,2940.958333,0,0,0
0.1103,11.12726298,12.72,687,9119.958333,1,0,1
0.1513,11.22524339,19.36,662,2669.958333,0,0,0
0.1071,10.30895266,21.48,722,10110,1,0,0
0.08,9.60238246,5.48,747,2249.958333,3,0,0
0.1039,11.08795638,14.82,767,6420,1,0,0
0.1051,10.59663473,16.08,727,3464.041667,2,0,1
0.1071,10.91508846,6.11,697,3689.958333,0,0,0
0.1482,11.40756495,23.45,692,3870,1,0,0
0.1008,10.77895629,2.65,742,4260,0,0,0
0.0832,11.15625052,2.81,757,4199.958333,0,0,0
0.0976,11.18886982,15.63,717,4379.958333,0,0,0
0.1103,10.818177,4.42,712,1859.958333,0,0,1
0.1039,10.20359214,21.78,737,4989,3,0,0
0.08,10.59663473,5.22,772,5280,3,0,0
0.0976,11.28978191,9.81,757,5549.958333,1,0,0
0.0945,11.48452599,13.16,732,2500,3,0,0
0.1261,11.09741002,13.4,687,3419.958333,0,0,0
0.1197,11.92503512,7.99,697,8101.958333,3,0,0
0.0945,11.91839057,6.47,757,3990,2,0,0
0.1134,10.53049493,7.72,677,1680,1,0,1
0.157,11.35035948,20.44,672,5490,1,0,0
0.0768,10.67359577,0.83,792,4139.958333,0,0,0
0.1166,11.69524702,18.23,697,4950,2,0,0
0.1039,11.23261615,12.88,707,2939.958333,3,0,0
0.0976,10.08580911,17,732,3779.958333,0,0,0
0.0832,10.59533389,14.54,772,5790,0,0,1
0.1103,11.04917425,21.83,717,5219.958333,2,0,0
0.0976,11.69524702,8.91,792,8129.958333,1,0,0
0.1134,11.35040654,9.37,702,4590,1,0,0
0.1039,10.71441777,14.64,712,4439.958333,3,0,0
0.1324,10.59663473,11.73,672,3210,0,0,0
0.1229,10.37349118,13.28,672,4320,1,2,0
0.1355,11.03488966,14.26,697,2730,2,0,1
0.1197,10.95954023,18.76,682,4350,1,1,0
0.0976,12.07254125,3.17,742,2820,0,0,0
0.1292,10.64780302,21.04,677,2910.958333,3,0,1
0.1008,11.88448902,1.73,762,7769.958333,1,0,0
0.1039,11.40756495,13.28,747,3359.958333,0,0,0
0.1324,10.81961827,24.89,712,2418,3,1,0
0.1324,10.95080655,23.05,687,2730,0,0,0
0.1039,12.23076526,12.27,712,5549.958333,2,0,0
0.1103,10.53209621,15.84,682,1829.958333,0,0,0
0.1008,10.46310334,18.72,722,3900,2,0,1
0.0832,11.5228758,11.75,737,6870,0,0,0
0.0976,10.4341158,1.52,707,2579.958333,1,1,0
0.0832,10.62254611,17.6,797,6989.958333,0,0,1
0.1008,10.6454249,21.77,762,4470.958333,1,0,0
0.1292,11.46163217,7.06,687,6360,2,1,0
0.1261,11.60739893,24.04,757,7260,0,0,1
0.1292,10.81977828,1.39,662,4446.958333,3,0,0
0.0976,11.50287513,8.86,742,4530,3,0,0
0.0768,10.81977828,0.79,757,3180,0,0,0
0.1197,10.77895629,20.68,692,9330,0,0,0
0.1134,10.81977828,12.05,692,1620,0,0,0
0.1103,10.48328685,17.1,687,1260,0,0,0
0.1008,11.91839057,6.86,742,3180,2,0,0
0.0976,11.45952469,8.65,727,4650,3,1,1
0.1229,10.23995979,12.81,667,6283.958333,0,1,0
0.1166,11.69524702,8.13,682,3060,0,0,0
0.1292,10.61643736,15.32,667,2700,2,2,0
0.1071,10.44290063,13.33,717,4560,0,0,0
0.1039,10.43816641,15.99,712,4590,1,0,0
0.08,10.80454281,2.24,777,3780.958333,1,0,0
0.1482,11.22524339,14.69,672,4439.958333,1,0,0
0.0832,10.40426284,3.42,722,2160,1,0,0
0.1039,10.58870336,13.88,702,2730,1,0,0
0.0976,10.49824983,8.11,717,4139.958333,2,0,1
0.0945,11.44563115,3.98,777,3029.958333,0,0,0
0.0768,10.5865844,9.52,817,6629.958333,0,0,0
0.1324,10.55581274,23.09,687,5010,1,0,0
0.0863,9.047821442,4.24,732,2100,0,1,0
0.1324,11.53272809,7.31,667,3823,2,0,1
0.1166,11.28978191,13.47,702,2400,3,0,0
0.1229,11.47210347,5.36,687,4062.958333,3,1,1
0.0768,12.1281111,11.97,777,5526.958333,0,0,0
0.1324,11.91839057,7.84,697,5189.958333,0,0,0
0.1134,10.59663473,9.81,682,3030.958333,0,0,0
0.1134,10.71441777,8.75,682,2490,1,1,1
0.1071,11.30458678,18.59,717,2639.958333,1,0,0
0.0832,11.28978191,6.25,752,3150,0,0,0
0.1166,10.91508846,8.42,687,3749.958333,0,1,0
0.1292,10.5454467,20.84,672,9119.958333,0,2,0
0.145,11.47029976,22.27,672,5159.958333,0,0,0
0.1324,11.22524339,21.06,682,5159.958333,1,0,1
0.1229,11.2515607,19.39,692,3450,2,1,0
0.1229,10.27505111,4.18,662,2850,3,0,0
0.0976,10.26813067,21.92,762,3120,0,0,0
0.0976,11.51292546,2.1,702,1770,0,0,0
0.1166,11.28978191,17.78,692,1980,0,0,1
0.08,10.82177629,12.86,762,12330,1,0,0
0.1134,9.825526011,11.68,682,4230,1,0,1
0.1103,11.99535161,9.38,722,3719.958333,0,2,0
0.0976,11.00209984,1.8,717,3820,2,0,0
0.0832,11.10465643,0,767,4740,1,0,0
0.0976,10.71441777,11.31,727,2730,0,0,0
0.1229,9.852194258,12.38,662,1199.958333,1,0,0
0.1166,10.9560559,15.92,687,4505.958333,0,1,0
0.1197,10.61643736,21.97,687,3749.958333,1,0,0
0.1166,11.00209984,19.22,687,4530,1,0,0
0.1292,10.71441777,19.89,692,5249.958333,1,0,0
0.1103,10.57131693,14.8,697,1589.958333,0,0,0
0.1103,11.69524702,15.07,722,5219.958333,1,0,0
0.1418,11.08460106,14.62,667,3719.958333,1,1,0
0.1324,10.3859137,22,672,2279.958333,3,0,0
0.1039,11.01862914,14.85,727,2490,2,0,0
0.1071,10.57131693,9.66,717,4739.958333,1,0,0
0.1103,10.34174248,14.4,692,3930,0,0,1
0.1418,10.95080655,24.55,692,2700,0,0,0
0.1576,11.69524702,14.23,677,5070,2,1,0
0.1229,11.48452599,19.7,707,4530,1,0,0
0.0768,10.59663473,11.49,797,6959.958333,0,0,0
0.1134,10.83958091,20.82,722,8700,3,0,0
0.0976,11.64395373,14.33,762,6120,0,0,0
0.1008,12.32385568,4.51,757,5460,0,0,0
0.0863,10.98359637,10.55,727,3344.958333,0,0,0
0.0976,10.54534144,4.45,712,3419.958333,2,0,0
0.1324,12.20607265,15.62,707,4680,3,0,1
0.1071,10.87066149,15.6,717,3749.958333,0,0,1
0.1134,11.00209984,14.56,687,3419.958333,0,0,0
0.1166,10.20359214,18.53,682,1529.958333,0,0,0
0.1103,10.81977828,0.6,682,1303,2,1,0
0.145,11.22524339,22.74,682,5969.958333,0,0,0
0.0863,11.6421978,2.09,737,6390,0,0,0
0.1197,12.10071213,6.65,682,3900,3,0,0
0.1197,9.798127037,17.4,672,1169.958333,3,0,1
0.1166,10.91348718,16.91,712,4859.958333,0,0,1
0.1355,11.90496755,10.14,662,4620,1,1,0
0.1008,11.46163217,3.36,757,4170,0,0,0
0.1387,11.00209984,24.48,712,10110,0,0,0
0.1418,11.09741002,21.49,702,5400,0,0,0
0.1039,10.7342204,18.75,732,2370,0,0,0
0.0737,9.392661929,3.6,792,2609.958333,0,0,0
0.1008,11.8493977,2.74,752,5879.958333,0,0,0
0.145,11.00209984,21.72,697,8489.958333,0,0,0
0.0976,10.98529272,22.17,742,4590,0,0,0
0.1292,11.32659589,14.24,707,8670,0,0,0
0.1229,11.6307085,3.07,687,4710,0,2,0
0.08,11.98292909,0.13,767,4560,1,0,0
0.0976,11.08214255,13.79,747,8039.958333,4,0,0
0.1039,11.03811028,10.59,707,1469.958333,2,0,0
0.0976,10.71441777,7.6,727,6750,1,1,0
0.1355,11.06663836,13.5,697,7582,2,0,1
0.0976,10.90227951,4.24,707,1499.958333,0,0,1
0.1261,10.82512397,10.12,672,8864.958333,0,0,0
0.1039,10.55581274,7.12,712,2010,0,0,0
0.1071,10.59663473,18.75,712,4560,0,0,0
0.1197,10.81977828,8.14,697,6840,2,0,0
0.1197,10.77895629,13.03,677,3510,3,1,0
0.1608,11.57025053,20.39,677,6269.958333,1,0,1
0.0768,10.49127422,1.8,747,2520,0,0,0
0.1071,11.60823564,15.01,697,3059.958333,1,0,0
0.1197,10.84583582,22.73,692,3719.958333,0,0,0
0.1197,11.26446411,13,682,2999.958333,0,0,0
0.0976,10.69194491,18.38,722,4393.958333,1,0,0
0.1166,11.1124479,7.07,677,6060,0,0,0
0.1197,11.06663836,22.28,697,5579.958333,1,0,1
0.1166,10.47107151,17.69,702,3930,2,1,1
0.08,10.27467173,2.24,792,14100,0,0,0
0.1324,10.81977828,17.77,677,4859.958333,3,0,1
0.0976,10.77895629,17.65,712,3029.958333,0,0,0
0.1197,11.65442503,15.49,672,5159.958333,1,1,0
0.1166,11.15051985,3.53,677,3120,0,0,0
0.1197,11.39659388,14.59,677,5549.958333,2,0,0
0.1703,11.48246626,16.53,662,5189.958333,3,3,0
0.1355,11.31447453,18.74,672,5820,1,1,0
0.1103,11.15625052,1.37,677,2339.958333,0,3,0
0.1008,9.61580548,8.08,707,1290,0,0,1
0.1071,10.81977828,9.58,702,5129.958333,1,0,1
0.0832,9.862665558,1.25,742,1981,0,0,0
0.1039,10.49127422,9.57,697,2430,0,0,0
0.1008,10.48192509,21.57,747,4889.958333,0,0,0
0.1261,10.33851146,22.83,677,2432,2,0,0
0.1229,10.18490001,25.43,737,1380,0,0,0
0.1008,10.20359214,12.71,732,3150,0,0,0
0.0832,10.91501573,9.58,782,4439.958333,1,0,0
0.1008,10.70324447,11.73,742,4499.958333,1,0,0
0.1103,10.37349118,0.38,702,9929.958333,0,3,0
0.0976,10.49127422,16.8,732,10199.95833,0,0,0
0.1103,10.81977828,13.82,682,3990,0,0,0
0.1134,10.23995979,23.14,752,2400,1,0,1
0.1576,10.66061161,13.56,662,3450,2,0,0
0.1103,10.52788737,24.97,757,6780,0,0,0
0.1608,11.31447453,19.96,662,6599.958333,1,0,1
0.1071,11.08980542,13.08,702,4379.958333,2,0,0
0.1039,11.41861479,10.64,707,3331,2,1,0
0.08,10.46310334,15.81,797,4740,0,0,0
0.1039,10.95080655,14.42,732,2579.958333,0,0,0
0.0863,10.40426284,1.16,812,7409.958333,0,0,0
0.1071,10.65169094,16.83,687,2370,2,1,0
0.1197,11.32659589,7.46,687,6900,0,0,0
0.1387,10.70324447,29.15,752,4529.958333,1,0,0
0.1039,10.4341158,18.46,717,5670,0,0,1
0.0945,10.81977828,3.12,762,2579.958333,1,0,0
0.0768,11.0303147,12.29,762,10709.95833,2,0,0
0.1292,10.98529272,18.81,672,3889,3,0,1
0.1292,9.825093485,9.41,662,11039.95833,1,1,0
0.1134,11.7905572,5.44,682,4889.958333,1,0,0
0.1008,11.03488966,8.11,712,5549.958333,2,0,0
0.1008,11.00209984,19.72,732,5070,0,0,0
0.1008,10.49664864,21.78,762,6719.958333,1,0,0
0.1103,11.28978191,11.03,697,10649.95833,0,0,1
0.1387,11.60823564,18.62,662,6299.958333,3,0,0
0.1134,11.56171563,11.04,677,1650,2,0,0
0.145,10.81977828,20.59,662,1680,0,0,0
0.1229,10.46310334,20.78,687,4620,1,0,0
0.1166,11.00209984,21.52,707,4529.958333,1,0,0
0.1103,11.56171563,11.14,692,7054.958333,2,0,0
0.0976,10.75790288,13.53,717,8429.958333,1,0,0
0.08,10.20359214,5.38,752,4350,0,0,0
0.1071,12.20607265,12.48,702,7319.958333,1,0,1
0.1134,10.46310334,14.47,687,2339.958333,0,0,0
0.1387,10.66881585,24.51,687,4109.958333,3,0,1
0.1103,10.30895266,14.56,682,5189.958333,1,0,0
0.1039,11.3736634,14.79,712,5430,2,0,0
0.0945,10.27505111,17.63,722,4320,0,0,0
0.0737,11.49272276,0,782,6450,0,0,0
0.1292,10.4341158,20.33,672,1770,2,0,0
0.1166,11.0090258,19.58,697,5519.958333,0,0,1
0.1418,11.40756495,20.77,672,2626.958333,0,0,0
0.1134,10.858999,16.98,692,1469.958333,0,0,0
0.0863,11.28978191,14.6,762,3370.958333,1,0,0
0.1197,11.15625052,6.6,677,2400,2,0,1
0.1008,11.88448902,5.53,707,5611.958333,2,0,0
0.1166,11.51292546,20.53,702,7079.958333,0,0,1
0.0863,11.51292546,4.55,727,6480,0,1,0
0.08,10.69194491,16.04,777,3389.958333,1,0,0
0.08,10.59663473,5.7,762,9599.958333,3,0,0
0.08,10.69194491,0.95,797,6636.958333,5,0,0
0.1071,10.57131693,11.69,697,1680,2,0,0
0.1008,10.858999,5.33,707,10739.95833,0,0,0
0.1197,11.08214255,14.95,682,3120,1,0,0
0.08,11.08214255,12.55,802,6299.958333,0,0,1
0.1197,11.00209984,24.94,732,6359.958333,0,0,0
0.0832,10.49127422,1.77,757,4019.958333,3,0,0
0.1071,10.30895266,20.28,717,3150,0,0,0
0.0737,10.59663473,12.9,777,10259.95833,0,0,0
0.1008,11.30220443,14.79,712,6900,0,0,1
0.1134,11.48246626,17.15,687,5189.958333,1,0,0
0.1103,11.00209984,10.94,687,10050,1,1,0
0.1229,10.47163824,14.96,677,4829.958333,0,0,0
0.08,11.73606902,5.46,797,9330,2,0,0
0.0863,11.35040654,18.52,747,6420,0,0,0
0.1008,10.77895629,9.3,707,6329.958333,0,0,1
0.1008,11.51292546,21.54,742,4350,0,0,0
0.1166,11.08214255,19.68,687,4499.958333,0,0,0
0.0945,10.59663473,15.06,727,5070,0,1,0
0.1222,11.00209984,18.08,692,3190,1,0,0
0.0768,11.28983191,11.46,762,8819.958333,0,0,0
0.1071,10.75790288,13.3,702,6060,1,0,1
0.1039,11.01862914,9.29,692,3090,0,0,0
0.1292,11.31447453,9.06,662,6629.958333,1,1,0
0.1292,10.81977828,18.01,672,2249.958333,0,0,1
0.1292,9.871377499,15.06,667,7409.958333,2,0,0
0.08,10.71441777,7.17,797,6090,1,0,0
0.0832,10.59663473,2.82,742,2070,0,0,0
0.1197,10.59663473,23.85,732,2353.958333,0,0,1
0.1387,11.03488966,19.24,662,1601.958333,0,0,0
0.1355,10.6454249,16.46,662,4439.958333,1,0,0
